ID,Sentence,VALIDITY
1143,aller de MIRANDOL BOURGNOUNAC vers BLAYE,VALID
1144,de PAMPELONNE à MIRANDOL train,VALID
1145,je pars de VALENCE D'ALBIGEOIS pour rejoindre PAMPELONNE,VALID
1146,trajet depuis MONESTIÉS vers PAMPELONNE,VALID
1147,je veux aller de COMBEFA vers MONESTIÉS,VALID
1148,depuis TRÉBAS direction COMBEFA,VALID
1149,aller de CARMAUX vers TRÉBAS,VALID
1150,de BLAYE LES MINES à CARMAUX train,VALID
1151,je voudrais rejoindre ALBI depuis CARMAUX,VALID
1152,trajet depuis GAILLAC vers ALBI,VALID
1153,je pars de L'ISLE SUR TARN pour aller à GAILLAC,VALID
1154,depuis RABASTENS direction L'ISLE,VALID
1155,aller de CADALEN vers RABASTENS,VALID
1156,de TANUS à CADALEN train,VALID
1157,je veux aller de NAUCELLE vers TANUS,VALID
1158,trajet depuis RIGNAC vers NAUCELLE,VALID
1159,je voudrais aller de BELMONT vers RIGNAC,VALID
1160,depuis SALMIECH direction BELMONT,VALID
1161,aller de LA SALVETAT PEYRALÈS vers SALMIECH,VALID
1162,de LA BASTIDE SUR vers LA SALVETAT train,VALID
1163,je pars de MONTLAUR pour rejoindre LA BASTIDE,VALID
1164,trajet depuis VALENCE D'ALBIGEOIS vers MONTLAUR,VALID
1165,je veux aller de PAMPELONNE vers VALENCE,VALID
1166,depuis MONESTIÉS direction PAMPELONNE,VALID
1167,aller de COMBEFA vers MONESTIÉS,VALID
1168,de TRÉBAS vers COMBEFA train,VALID
1169,je voudrais rejoindre CARMAUX depuis TRÉBAS,VALID
1170,trajet depuis BLAYE LES MINES vers CARMAUX,VALID
1171,je pars de MIRANDOL BOURGNOUNAC pour aller à BLAYE,VALID
1172,depuis PAMPELONNE direction MIRANDOL,VALID
1173,aller de VALENCE D'ALBIGEOIS vers PAMPELONNE,VALID
1174,de MONESTIÉS à VALENCE train,VALID
1175,je veux aller de COMBEFA vers MONESTIÉS,VALID
1176,trajet depuis TRÉBAS vers COMBEFA,VALID
1177,je voudrais aller de CARMAUX vers TRÉBAS,VALID
1178,depuis BLAYE LES MINES direction CARMAUX,VALID
1179,aller de MIRANDOL BOURGNOUNAC vers BLAYE,VALID
1180,de PAMPELONNE à MIRANDOL train,VALID
1181,je pars de VALENCE D'ALBIGEOIS pour rejoindre PAMPELONNE,VALID
1182,trajet depuis MONESTIÉS vers PAMPELONNE,VALID
1183,je veux aller de COMBEFA vers MONESTIÉS,VALID
1184,depuis TRÉBAS direction COMBEFA,VALID
1185,aller de CARMAUX vers TRÉBAS,VALID
1186,de BLAYE LES MINES à CARMAUX train,VALID
1187,je voudrais rejoindre ALBI depuis CARMAUX,VALID
1188,trajet depuis GAILLAC vers ALBI,VALID
1189,je pars de L'ISLE SUR TARN pour aller à GAILLAC,VALID
1190,depuis RABASTENS direction L'ISLE,VALID
1191,aller de CADALEN vers RABASTENS,VALID
1192,de TANUS à CADALEN train,VALID
1193,je veux aller de NAUCELLE vers TANUS,VALID
1194,trajet depuis RIGNAC vers NAUCELLE,VALID
1195,je voudrais aller de BELMONT vers RIGNAC,VALID
1196,depuis SALMIECH direction BELMONT,VALID
1197,aller de LA SALVETAT PEYRALÈS vers SALMIECH,VALID
1198,de LA BASTIDE SUR vers LA SALVETAT train,VALID
1199,je pars de MONTLAUR pour rejoindre LA BASTIDE,VALID
1200,trajet depuis VALENCE D'ALBIGEOIS vers MONTLAUR,VALID
1201,je veux aller de PAMPELONNE vers VALENCE,VALID
1202,depuis MONESTIÉS direction PAMPELONNE,VALID
1203,aller de COMBEFA vers MONESTIÉS,VALID
1204,de TRÉBAS vers COMBEFA train,VALID
1205,je voudrais rejoindre CARMAUX depuis TRÉBAS,VALID
1206,trajet depuis BLAYE LES MINES vers CARMAUX,VALID
1207,je pars de MIRANDOL BOURGNOUNAC pour aller à BLAYE,VALID
1208,depuis PAMPELONNE direction MIRANDOL,VALID
1209,aller de VALENCE D'ALBIGEOIS vers PAMPELONNE,VALID
1210,de MONESTIÉS à VALENCE train,VALID
1211,je veux aller de COMBEFA vers MONESTIÉS,VALID
1212,trajet depuis TRÉBAS vers COMBEFA,VALID
1213,je voudrais aller de CARMAUX vers TRÉBAS,VALID
1214,depuis BLAYE LES MINES direction CARMAUX,VALID
1215,aller de MIRANDOL BOURGNOUNAC vers BLAYE,VALID
1216,de PAMPELONNE à MIRANDOL train,VALID
1217,je pars de VALENCE D'ALBIGEOIS pour rejoindre PAMPELONNE,VALID
1218,trajet depuis MONESTIÉS vers PAMPELONNE,VALID
1219,je veux aller de COMBEFA vers MONESTIÉS,VALID
1220,depuis TRÉBAS direction COMBEFA,VALID
1221,aller de CARMAUX vers TRÉBAS,VALID
1222,de BLAYE LES MINES à CARMAUX train,VALID
1223,je voudrais rejoindre ALBI depuis CARMAUX,VALID
1224,trajet depuis GAILLAC vers ALBI,VALID
1225,je pars de L'ISLE SUR TARN pour aller à GAILLAC,VALID
1226,depuis RABASTENS direction L'ISLE,VALID
1227,aller de CADALEN vers RABASTENS,VALID
1228,de TANUS à CADALEN train,VALID
1229,je veux aller de NAUCELLE vers TANUS,VALID
1230,trajet depuis RIGNAC vers NAUCELLE,VALID
1231,je voudrais aller de BELMONT vers RIGNAC,VALID
1232,depuis SALMIECH direction BELMONT,VALID
1233,aller de LA SALVETAT PEYRALÈS vers SALMIECH,VALID
1234,de LA BASTIDE SUR vers LA SALVETAT train,VALID
1235,je pars de MONTLAUR pour rejoindre LA BASTIDE,VALID
1236,trajet depuis VALENCE D'ALBIGEOIS vers MONTLAUR,VALID
1237,je veux aller de PAMPELONNE vers VALENCE,VALID
1238,depuis MONESTIÉS direction PAMPELONNE,VALID
1239,aller de COMBEFA vers MONESTIÉS,VALID
1240,de TRÉBAS vers COMBEFA train,VALID
1241,je voudrais rejoindre CARMAUX depuis TRÉBAS,VALID
1242,trajet depuis BLAYE LES MINES vers CARMAUX,VALID
1243,je pars de MIRANDOL BOURGNOUNAC pour aller à BLAYE,VALID
1244,depuis PAMPELONNE direction MIRANDOL,VALID
1245,aller de VALENCE D'ALBIGEOIS vers PAMPELONNE,VALID
1246,de MONESTIÉS à VALENCE train,VALID
1247,je veux aller de COMBEFA vers MONESTIÉS,VALID
1248,trajet depuis TRÉBAS vers COMBEFA,VALID
1249,je voudrais aller de CARMAUX vers TRÉBAS,VALID
1250,depuis BLAYE LES MINES direction CARMAUX,VALID
1251,aller de MIRANDOL BOURGNOUNAC vers BLAYE,VALID
1252,de PAMPELONNE à MIRANDOL train,VALID
1253,je pars de VALENCE D'ALBIGEOIS pour rejoindre PAMPELONNE,VALID
1254,trajet depuis MONESTIÉS vers PAMPELONNE,VALID
1255,je veux aller de COMBEFA vers MONESTIÉS,VALID
1256,depuis TRÉBAS direction COMBEFA,VALID
1257,aller de CARMAUX vers TRÉBAS,VALID
1258,de BLAYE LES MINES à CARMAUX train,VALID
1259,je voudrais rejoindre ALBI depuis CARMAUX,VALID
1260,trajet depuis GAILLAC vers ALBI,VALID
1261,je pars de L'ISLE SUR TARN pour aller à GAILLAC,VALID
1262,depuis RABASTENS direction L'ISLE,VALID
1263,aller de CADALEN vers RABASTENS,VALID
1264,de TANUS à CADALEN train,VALID
1265,je veux aller de NAUCELLE vers TANUS,VALID
1266,trajet depuis RIGNAC vers NAUCELLE,VALID
1267,je voudrais aller de BELMONT vers RIGNAC,VALID
1268,depuis SALMIECH direction BELMONT,VALID
1269,aller de LA SALVETAT PEYRALÈS vers SALMIECH,VALID
1270,de LA BASTIDE SUR vers LA SALVETAT train,VALID
1271,je pars de MONTLAUR pour rejoindre LA BASTIDE,VALID
1272,trajet depuis VALENCE D'ALBIGEOIS vers MONTLAUR,VALID
1273,je veux aller de PAMPELONNE vers VALENCE,VALID
1274,depuis MONESTIÉS direction PAMPELONNE,VALID
1275,aller de COMBEFA vers MONESTIÉS,VALID
1276,de TRÉBAS vers COMBEFA train,VALID
1277,je voudrais rejoindre CARMAUX depuis TRÉBAS,VALID
1278,trajet depuis BLAYE LES MINES vers CARMAUX,VALID
1279,je pars de MIRANDOL BOURGNOUNAC pour aller à BLAYE,VALID
1280,depuis PAMPELONNE direction MIRANDOL,VALID
1281,aller de VALENCE D'ALBIGEOIS vers PAMPELONNE,VALID
1282,de MONESTIÉS à VALENCE train,VALID
1283,je veux aller de COMBEFA vers MONESTIÉS,VALID
1284,trajet depuis TRÉBAS vers COMBEFA,VALID
1285,je voudrais aller de CARMAUX vers TRÉBAS,VALID
1286,depuis BLAYE LES MINES direction CARMAUX,VALID
1287,aller de MIRANDOL BOURGNOUNAC vers BLAYE,VALID
1288,de PAMPELONNE à MIRANDOL train,VALID
1289,je pars de VALENCE D'ALBIGEOIS pour rejoindre PAMPELONNE,VALID
1290,trajet depuis MONESTIÉS vers PAMPELONNE,VALID
1291,je veux aller de COMBEFA vers MONESTIÉS,VALID
1292,depuis TRÉBAS direction COMBEFA,VALID
1293,aller de CARMAUX vers TRÉBAS,VALID
1294,de BLAYE LES MINES à CARMAUX train,VALID
1295,je voudrais rejoindre ALBI depuis CARMAUX,VALID
1296,trajet depuis GAILLAC vers ALBI,VALID
1297,je pars de L'ISLE SUR TARN pour aller à GAILLAC,VALID
1298,depuis RABASTENS direction L'ISLE,VALID
1299,aller de CADALEN vers RABASTENS,VALID
1300,de TANUS à CADALEN train,VALID
1301,J'adore Paris c'est une belle ville,INVALID
1302,Bordeaux c'est loin je crois,INVALID
1303,Albert et Paris viennent ce soir dîner,INVALID
1304,Je suis à Lyon,INVALID
1305,Paris Marseille c'est un bon match de foot,INVALID
1306,Peux-tu m'expliquer l'histoire de Lille,INVALID
1307,Je veux aller quelque part mais je sais pas où,INVALID
1308,Train train train lalala,INVALID
1309,J'ai perdu mon billet hier,INVALID
1310,Est-ce que la SNCF est ouverte dimanche,INVALID
1311,je dois appeler ma mère à Bordeaux,INVALID
1312,Je vais acheter un vélo pour Paris,INVALID
1313,Donne-moi une liste de gares françaises,INVALID
1314,vers où aller,INVALID
1315,J'ai envie de voyager un jour peut-être,INVALID
1316,le train c'est trop cher,INVALID
1317,BONJOUR,INVALID
1318,je veux aller la bas,INVALID
1319,paris florence ce sont mes amis,INVALID
1320,quelle heure est-il à Lyon,INVALID
1321,Je veux partir mais aucune destination précise,INVALID
1322,As-tu des infos sur les retards SNCF,INVALID
1333,Je lis un article sur Marseille,INVALID
1324,Je ne veux pas prendre le train aujourd'hui,INVALID
1325,J'aimerais cuisiner des pâtes à la carbonara,INVALID
1326,depart ??? dest ???,INVALID
1327,je veux aller de chez moi à l'école,INVALID
1328,Caen… ou peut-être Rouen… je sais pas,INVALID
1329,Quel temps fait-il à Dijon,INVALID
1330,Je n'aime pas les TGV,INVALID
1331,Montpellier est joli voilà,INVALID
1332,Peux-tu trouver un itinéraire,INVALID
1333,Mon chat s'appelle Marseille,INVALID
1334,paris c'est mon chien,INVALID
1335,Je pars bientôt en vacances mais je ne sais pas où,INVALID
1336,route Marseille Paris voiture,INVALID
1337,traiiin trajet Paris lolz,INVALID
1338,aller de * * * * *,INVALID
1339,mon copain Paris veut venir ce soir,INVALID
1340,TEST DATA 123456,INVALID
1341,J'ai entendu que Toulouse est belle mais je ne voyage pas,INVALID
1342,Je ne vais nulle part aujourd'hui,INVALID
1343,Peux-tu me raconter l'histoire des trains,INVALID
1344,J'aime les gares anciennes,INVALID
1345,Paris sera toujours Paris,INVALID
1346,Ma destination préférée c'est la mer,INVALID
1347,Pourquoi les trains sont rouges,INVALID
1348,Je voudrais juste dormir,INVALID
1349,Quel est le meilleur sandwich à Lyon,INVALID
1350,Je mange un croissant à Marseille,INVALID
1351,Est-ce que Dijon fait du bon pain d'épices,INVALID
1352,Je veux juste marcher un peu dehors,INVALID
1353,Ceci n'est pas une phrase de trajet,INVALID
1354,J'aime le mot Bordeaux,INVALID
1355,Regarde cette vidéo sur Nantes,INVALID
1356,Mon chien a mangé mon ticket,INVALID
1357,Je suis perdu mais je ne sais pas où,INVALID
1358,Peux-tu me rappeler de boire de l'eau,INVALID
1359,Je veux aller très loin un jour mais pas maintenant,INVALID
1360,Nice est jolie en été,INVALID
1361,Je vais peut-être éventuellement songer à partir,INVALID
1362,Les trains font trop de bruit,INVALID
1363,Je suis fatigué,INVALID
1364,Est-ce que Rouen est une bonne ville pour étudier,INVALID
1365,Lille ça s'écrit comment déjà,INVALID
1366,Je dois acheter un cadeau,INVALID
1367,Le ciel est bleu à Marseille,INVALID
1368,Je prends ma voiture aujourd'hui,INVALID
1369,Je n'ai pas envie de sortir,INVALID
1370,Qu'est-ce qu'un TGV exactement,INVALID
1371,Paris est-elle une capitale,INVALID
1372,Je fais la cuisine,INVALID
1373,Je vais au sport,INVALID
1374,C'est quoi la définition d'un train,INVALID
1375,Je suis déjà arrivé,INVALID
1376,Un jour j'irai peut-être à Rennes,INVALID
1377,Je n'ai pas de destination,INVALID
1378,Je dois marcher jusqu'au supermarché,INVALID
1379,Je vais juste dehors pour prendre l'air,INVALID
1380,Peux-tu écrire un poème sur Lyon,INVALID
1381,Je veux parler de Marseille mais pas y aller,INVALID
1382,Ce texte est un test,INVALID
1383,Je suis dans mon salon,INVALID
1384,J'ai du travail à faire,INVALID
1385,Peux-tu traduire ce mot,INVALID
1386,Je veux aller bien dans ma vie,INVALID
1387,Il fait froid,INVALID
1388,Je regarde Netflix,INVALID
1389,Le train c'est cool mais bref,INVALID
1390,Peux-tu me donner un synonyme de Paris,INVALID
1391,Je n'ai pas décidé si je voyage,INVALID
1392,Faut-il un billet pour voyager en avion,INVALID
1393,J'aime écouter de la musique,INVALID
1394,Je suis juste curieux,INVALID
1395,Je dois ranger ma chambre,INVALID
1396,J'attends un message,INVALID
1397,Ceci est une phrase totalement hors sujet,INVALID
1398,Je veux aller de Paris à Lyon demain matin,VALID
1399,comment me rendre à Bordeaux depuis Tours,VALID
1400,Trajet Paris → Lille s'il vous plaît,VALID
1401,J'aimerais aller de Marseille jusqu'à Nice,VALID
1402,Je pars de Nantes pour rejoindre Paris,VALID
1403,de Toulouse vers Montpellier quels trains sont disponibles,VALID
1404,Je souhaite me rendre à Rennes en partance de Caen,VALID
1405,Départ Lyon arrivée Marseille merci,VALID
1406,Peux-tu me trouver un train pour Dijon depuis Paris,VALID
1407,Je dois aller à Metz en partant de Strasbourg,VALID
1408,depart Marseille dest Lyon,VALID
1409,Aller simple de Brest à Quimper,VALID
1410,J'aimerais un itinéraire Bordeaux Poitiers,VALID
1411,je pars de Lille pour aller à Roubaix,VALID
1412,Montre moi un train entre Nîmes et Avignon,VALID
1413,Je voudrais aller de Troyes à Paris en passant par Nogent,VALID
1414,depuis Paris direction Orléans,VALID
1415,Je veux aller à Limoges depuis Toulouse,VALID
1416,De Pau à Toulouse je veux un train rapide,VALID
1417,train Clermont-Ferrand vers Paris,VALID
1418,Arrivée Strasbourg départ Nancy,VALID
1419,Je pars de Dijon pour aller à Besançon,VALID
1420,Itinéraire : Marseille -> Toulon,VALID
1421,Je dois aller à Reims depuis Paris pour un rendez-vous,VALID
1422,Trajet départ Tours destination Saumur,VALID
1423,J'aimerai rejoindre Arras depuis Amiens,VALID
1424,Peux-tu me calculer un trajet Caen Paris,VALID
1425,aller de Grenoble direction Chambéry,VALID
1426,Je veux quitter Lens pour aller à Lille,VALID
1427,donne moi un trajet depuis Paris jusqu'à Limoges,VALID
1428,je vais de Versailles à Paris Montparnasse,VALID
1429,dep Marne-la-Vallée → dest Paris Est,VALID
1430,Je pars de Dijon arrivée Nancy,VALID
1431,Je cherche un train pour Montélimar depuis Valence,VALID
1432,aller à Perpignan depuis Montpellier St Roch,VALID
1433,J'aimerais partir de ST ÉTIENNE pour aller à Lyon,VALID
1434,Train Strasbourg Paris ce soir,VALID
1435,DE MARSEILLE À PARIS,VALID
1436,je veux aller de Saint-Malo à Rennes,VALID
1437,aller de Bordeaux à Paris avec mes deux chiens,VALID
1438,Je voudrais rejoindre Tarbes depuis Pau,VALID
1439,paris → marne la vallée chessy,VALID
1440,Direction Lille départ Amiens,VALID
1441,Je pars de Tours pour aller au Mans,VALID
1442,Un billet Montpellier → Nîmes s'il vous plaît,VALID
1443,je souhaite aller à Bayonne depuis Biarritz,VALID
1444,depuis Reims vers Strasbourg trajet,VALID
1445,Je voudrais aller de Toulon à Marseille,VALID
1446,Départ Clermont-Ferrand arrivée Vichy,VALID
1447,Trajet Saintes → Rochefort merci,VALID
1448,je cherche un train de Limoges vers Poitiers,VALID
1449,Je pars de Besançon pour rejoindre Dijon,VALID
1450,aller Albi -> Toulouse,VALID
1451,Je veux aller à Orléans depuis Paris Bercy,VALID
1452,Depuis Nancy je voudrais aller à Metz,VALID
1453,aller à Paris en partant de Marseille St Charles,VALID
1454,De Lille à Bordeaux quel train existe,VALID
1455,itinéraire de Nice pour Marseille,VALID
1456,je veux rejoindre Angers depuis Nantes ce soir,VALID
1457,aller de Lyon Part-Dieu à Genève,VALID
1458,Direction Poitiers depuis Angoulême,VALID
1459,Je pars de Cognac pour aller à Saintes,VALID
1460,depuis Quimper je veux aller à Brest,VALID
1461,train Paris Versailles maintenant,VALID
1462,Aller Toulouse - Tarbes merci,VALID
1463,J'aimerais aller de Dunkerque à Calais,VALID
1464,Je vais de Toulon jusqu'à Cannes,VALID
1465,Je cherche un itinéraire depuis Grenoble vers Gap,VALID
1466,je voudrais aller de Montpellier à Nîmes,VALID
1467,De Metz à Luxembourg quel train,VALID
1468,Je veux aller de PARIS à LYON demain,VALID
1469,trajet depuis ROUEN vers LE HAVRE stp,VALID
1470,aller de MULHOUSE à COLMAR rapidement,VALID
1471,je pars de ANNECY pour rejoindre GENÈVE,VALID
1472,depuis ANGOULEME direction BORDEAUX,VALID
1473,je voudrais aller de NIORT à LA ROCHELLE,VALID
1474,trajet SAINT NAZAIRE NANTES svp,VALID
1475,de CHERBOURG vers CAEN quel train,VALID
1476,je veux partir de LAVAL pour aller au MANS,VALID
1477,aller à CHARTRES depuis ORLÉANS,VALID
1478,depuis TROYES je veux aller à REIMS,VALID
1479,trajet ÉVREUX vers ROUEN merci,VALID
1480,je pars de MEAUX pour rejoindre PARIS EST,VALID
1481,de COMPIÈGNE à CREIL train rapide,VALID
1482,aller de BEAUVAIS vers PARIS NORD,VALID
1483,je voudrais aller de LENS à ARRAS,VALID
1484,depuis CALAIS direction DUNKERQUE,VALID
1485,trajet BOULOGNE SUR MER vers CALAIS,VALID
1486,je veux aller de DOUAI à VALENCIENNES,VALID
1487,depuis CAMBRAI je pars vers LILLE,VALID
1488,aller de MAUBEUGE à VALENCIENNES,VALID
1489,de HAZEBROUCK vers LILLE FLANDRES,VALID
1490,je voudrais rejoindre BÉTHUNE depuis LENS,VALID
1491,trajet depuis ARMENTIÈRES vers LILLE,VALID
1492,je pars de SAINT OMER pour aller à CALAIS,VALID
1493,aller de BERCK SUR MER à BOULOGNE,VALID
1494,depuis ABBEVILLE direction AMIENS,VALID
1495,je veux aller de MONTDIDIER à COMPIÈGNE,VALID
1496,trajet depuis SOISSONS vers LAON,VALID
1497,de CHÂTEAU THIERRY à REIMS train,VALID
1498,je voudrais aller d'ÉPERNAY à CHÂLONS EN CHAMPAGNE,VALID
1499,depuis VERDUN je pars vers METZ,VALID
1500,aller de BAR LE DUC à NANCY,VALID
1501,de ÉPINAL vers NANCY quel train,VALID
1502,je veux rejoindre SAINT DIE depuis ÉPINAL,VALID
1503,trajet depuis REMIREMONT vers ÉPINAL,VALID
1504,je pars de THIONVILLE pour aller à LUXEMBOURG,VALID
1505,aller de FORBACH à SARREGUEMINES,VALID
1506,depuis SARREBOURG direction STRASBOURG,VALID
1507,je voudrais aller de SÉLESTAT à COLMAR,VALID
1508,trajet depuis OBERNAI vers STRASBOURG,VALID
1509,de SAVERNE à STRASBOURG train,VALID
1510,je veux aller de HAGUENAU à STRASBOURG,VALID
1511,depuis WISSEMBOURG direction STRASBOURG,VALID
1512,aller de BITCHE vers SARREGUEMINES,VALID
1513,je pars de PHALSBOURG pour rejoindre STRASBOURG,VALID
1514,trajet depuis MOLSHEIM vers STRASBOURG,VALID
1515,de SÉLESTAT à COLMAR rapidement,VALID
1516,je voudrais aller de GUEBWILLER à MULHOUSE,VALID
1517,depuis THANN je veux aller à MULHOUSE,VALID
1518,aller de BELFORT vers MULHOUSE,VALID
1519,de MONTBÉLIARD à BELFORT train,VALID
1520,je pars de LONS LE SAUNIER pour aller à BESANÇON,VALID
1521,trajet depuis DOLE vers DIJON,VALID
1522,je veux rejoindre AUXERRE depuis DIJON,VALID
1523,depuis SENS direction PARIS,VALID
1524,aller de JOIGNY à AUXERRE,VALID
1525,de COSNE SUR LOIRE à NEVERS,VALID
1526,je voudrais aller de DÉCIZE à NEVERS,VALID
1527,trajet depuis MOULINS vers VICHY,VALID
1528,je pars de ROANNE pour aller à SAINT ÉTIENNE,VALID
1529,depuis FIRMINY direction SAINT ÉTIENNE,VALID
1530,aller de MONTBRIZON à ROANNE,VALID
1531,de THIERS vers CLERMONT FERRAND,VALID
1532,je veux aller de RIOM à CLERMONT FERRAND,VALID
1533,trajet depuis ISSOIRE vers CLERMONT,VALID
1534,je voudrais rejoindre LE PUY EN VELAY depuis BRIOUDE,VALID
1535,depuis LANGOGNE je pars vers LE PUY,VALID
1536,aller de MENDE à MARVEJOLS,VALID
1537,de FLORAC vers MENDE train,VALID
1538,je veux aller d'ALÈS à NÎMES,VALID
1539,trajet depuis UZÈS vers NÎMES,VALID
1540,je pars de BEAUCAIRE pour rejoindre ARLES,VALID
1541,depuis TARASCON direction ARLES,VALID
1542,aller de SALON DE PROVENCE à AIX,VALID
1543,de PERTUIS vers AIX EN PROVENCE,VALID
1544,je voudrais aller de MANOSQUE à DIGNE,VALID
1545,trajet depuis SISTERON vers GAP,VALID
1546,je veux rejoindre EMBRUN depuis GAP,VALID
1547,depuis BRIANÇON direction GAP,VALID
1548,aller de GUILLESTRE vers GAP,VALID
1549,de SERRÉ PONÇON à GAP train,VALID
1550,je pars de BOURG SAINT MAURICE pour aller à ALBERTVILLE,VALID
1551,trajet depuis MOUTIERS vers ALBERTVILLE,VALID
1552,je veux aller d'ALBERTVILLE à CHAMBÉRY,VALID
1553,depuis AIX LES BAINS direction CHAMBÉRY,VALID
1554,aller de RUMILLY vers ANNECY,VALID
1555,de BELLEGARDE à ANNECY train,VALID
1556,je voudrais aller de SEYSSEL à BELLEGARDE,VALID
1557,trajet depuis CULOZ vers BELLEGARDE,VALID
1558,je pars d'AMBÉRIEU pour rejoindre BOURG EN BRESSE,VALID
1559,depuis MACON je veux aller à VILLEFRANCHE,VALID
1560,aller de TRÉVOUX vers VILLEFRANCHE,VALID
1561,de BELLEVILLE à VILLEFRANCHE train,VALID
1562,je veux rejoindre TARARE depuis VILLEFRANCHE,VALID
1563,trajet depuis THIZY vers ROANNE,VALID
1564,je voudrais aller de MONTBRIZON à FEURS,VALID
1565,depuis BOEN direction MONTBRIZON,VALID
1566,aller de SAINT JUST SUR LOIRE à MONTBRIZON,VALID
1567,de SAINT ÉTIENNE à FIRMINY rapidement,VALID
1568,je pars de RIVE DE GIER pour aller à SAINT ÉTIENNE,VALID
1569,trajet depuis GIVORS vers LYON,VALID
1570,je veux aller de VIENNE à LYON,VALID
1571,depuis ROUSSILLON direction VIENNE,VALID
1572,aller de TAIN L'HERMITAGE vers VALENCE,VALID
1573,de TOURNON à VALENCE train,VALID
1574,je voudrais rejoindre PRIVAS depuis VALENCE,VALID
1575,trajet depuis LE TEIL vers MONTÉLIMAR,VALID
1576,je pars de PIERRELATTE pour aller à MONTÉLIMAR,VALID
1577,depuis ORANGE je veux aller à AVIGNON,VALID
1578,aller de CARPENTRAS vers AVIGNON,VALID
1579,de CAVAILLON à AVIGNON train,VALID
1580,je veux aller d'APT vers AVIGNON,VALID
1581,trajet depuis PERNES vers AVIGNON,VALID
1582,je voudrais aller de L'ISLE SUR SORGUE à AVIGNON,VALID
1583,depuis BOLLÈNE direction ORANGE,VALID
1584,aller de PONT SAINT ESPRIT vers ORANGE,VALID
1585,de BAGNOLS SUR CÈZE à ALÈS,VALID
1586,je pars de SUMÈNE pour rejoindre ALÈS,VALID
1587,trajet depuis ANDUZE vers ALÈS,VALID
1588,je veux aller de QUISSAC à NÎMES,VALID
1589,depuis SOMMIÈRES direction NÎMES,VALID
1590,aller de VAUVERT vers NÎMES,VALID
1591,de AIGUES MORTES à NÎMES train,VALID
1592,je voudrais rejoindre MONTPELLIER depuis NÎMES,VALID
1593,trajet depuis LUNEL vers MONTPELLIER,VALID
1594,je pars de FRONTIGNAN pour aller à SÈTE,VALID
1595,depuis MÈZE direction SÈTE,VALID
1596,aller de PÉZENAS vers BÉZIERS,VALID
1597,de VALRAS PLAGE à BÉZIERS train,VALID
1598,je veux aller de SERVIAN vers BÉZIERS,VALID
1599,trajet depuis CAPESTANG vers BÉZIERS,VALID
1600,je voudrais aller de NARBONNE à BÉZIERS,VALID
1601,depuis LÉZIGNAN CORBIÈRES direction NARBONNE,VALID
1602,aller de CARCASSONNE vers NARBONNE,VALID
1603,de LIMOUX à CARCASSONNE train,VALID
1604,je pars de QUILLAN pour rejoindre LIMOUX,VALID
1605,trajet depuis COUIZA vers QUILLAN,VALID
1606,je veux aller d'ESPÉRAZA à QUILLAN,VALID
1607,depuis AXAT direction QUILLAN,VALID
1608,aller de BELCAIRE vers QUILLAN
