ID,Sentence,VALIDITY
15460,🎫 train rueil-malmaison rodez,VALID
15461,billet Libourne tourcoing pour un rdv,VALID
15462,comment  aller  a  perpignan   de puis  nanterre,VALID
15463,"['caen',  'Caen',  'caenn',  'can']  -  Neuilly-sur-Seine",VALID
15464,on part d'où pour aller à grenoble,VALID
15465,"peux-tu me calculer un trajet ['pau', 'pau', 'pauu', 'pa'] figeac",VALID
15466,"donne moi un trajet de ['biarritz', 'biarritz', 'biaritz', 'biar'] à dax",VALID
15467,donne moi un trajet de Figeac à Roubaix,VALID
15468,je dois aller à Colmar en partant de Arles,VALID
15469,de puis  nantes  direction  valence,VALID
15470,de part  Meaux   de st  Tours  🎫,VALID
15471,RENNES  >  FOIX,VALID
15472,depuis la rochelle jusqu'à Antibes,VALID
15473,"je veux quitter ['bordo', 'bordeaux', 'bordaux', 'bordoeux'] pour aller à Clichy",VALID
15474,quel train existe entre agen et châlons-en-champagne,VALID
15475,trajet reims marseille pour ce soir,VALID
15476,"de ['saint etienne', 'saint-étienne', 'st etienne', 'st-étienne'] à mont-de-marsan",VALID
15477,chui a nancy je dois aller sur gap,VALID
15478,J'ai Besoin d'aller de perpignan a Annecy,VALID
15479,✈️ comment me rendre à la seyne-sur-mer depuis privas,VALID
15480,je dois aller à Genève en partant de Villeneuve-d'Ascq,VALID
15481,"je vais de Bordeaux à ['bayonne', 'Bayonne', 'bayonn', 'bay']",VALID
15482,je dois aller à Lyon en partant de Digne-les-Bains,VALID
15483,"billet antony ['le mans', 'le mans', 'mans', 'man'] pour un rdv",VALID
15484,je veux aller de cahors a narbonne demain matin,VALID
15485,peux-tu  me  calculer  un  trajet  Metz  Pantin,VALID
15486,"comment me rendre à ['angers', 'Angers', 'anger', 'ang'] depuis Le Mans",VALID
15487,"train ['caen', 'caen', 'caenn', 'can'] cahors avec mes bagages",VALID
15488,je veux un train nanterre > Biarritz,VALID
15489,"quel train existe entre ['toulousse', 'toulouse', 'toulouze', 'toulouz'] et Hyères 🚂",VALID
15490,peux-tu me trouver un train de Bergerac à dax,VALID
15491,"Strasbourg - ['biarritz', 'Biarritz', 'biaritz', 'biar']",VALID
15492,Poitiers → Blois,VALID
15493,dep Auxerre arr Lille,VALID
15494,comment aller a Millau depuis Vannes,VALID
15495,"DE ['CLERMONT FERRAND', 'CLERMONT-FERRAND', 'CLERMONT', 'CLERM'] À ['BESANCON', 'BESANÇON', 'BESANC', 'BESAN']",VALID
15496,"je vais de Hendaye à ['pau', 'Pau', 'pauu', 'pa']",VALID
15497,"billet ['cannes', 'cannes', 'cann', 'can'] saint-étienne pour Un rdv",VALID
15498,"ALLER  A  ['POITIERS',  'POITIERS',  'POITIER',  'POIT']  DEPUIS  VANNES",VALID
15499,"donne moi un trajet de Hyeres a ['angers', 'Angers', 'anger', 'ang']",VALID
15500,Tourcoing -> Niort,VALID
15501,j'aimerais aller de sartrouville jusqu'a dunkirk,VALID
15502,"je souhaite me rendre à Villeurbanne depuis ['pau', 'pau', 'pauu', 'pa']",VALID
15503,"aix-en-provence ['lille', 'Lille', 'lil', 'lillee']",VALID
15504,quel train existe entre Versailles et Meaux,VALID
15505,billet  Évry  Rennes,VALID
15506,"de ['nantes', 'nantes', 'nante', 'nant'] vers la seyne-sur-mer",VALID
15507,train Arcachon Dax,VALID
15508,"train Auxerre ['cannes', 'Cannes', 'cann', 'can'] stp",VALID
15509,"DE ['MONTPELIÉ', 'MONTPELLIER', 'MONTPELIER', 'MONTPEL'] À NEUILLY-SUR-SEINE",VALID
15510,DEPART BOURGES DEST MEAUX,VALID
15511,"train besançon ['avignon', 'avignon', 'avignonn', 'avign']",VALID
15512,Train antibes troyes,VALID
15513,"JE VEUX QUITTER REIMS POUR ALLER À ['ROUEN', 'ROUEN', 'ROUENN', 'ROU']",VALID
15514,"dep Antony arr ['tours', 'Tours', 'tour', 'toursse']",VALID
15515,"je pars de dijon arrivée ['besancon', 'besançon', 'besanc', 'besan']",VALID
15516,"je vais de ['bayonne', 'bayonne', 'bayonn', 'bay'] à brest",VALID
15517,"['saint etienne', 'saint-etienne', 'st etienne', 'st-etienne'] > ['dijon', 'Dijon', 'dijonn', 'dij']",VALID
15518,💨 train montpellier agen stp,VALID
15519,depart Évry dest Périgueux,VALID
15520,voyage nice albi,VALID
15521,BILLET COURBEVOIE SAINT-DENIS,VALID
15522,on  part  d'où  pour  aller   à   Lausanne,VALID
15523,"['pau', 'Pau', 'pauu', 'pa'] -> Villeurbanne",VALID
15524,billet Grenoble Issy-les-Moulineaux pour un rdv,VALID
15525,on part d'où pour aller à Lyon,VALID
15526,"Aller de Mulhouse à ['montpelié', 'montpellier', 'montpelier', 'montpel']",VALID
15527,quels  trains  sont  dispo   de   libourne  vers  Boulogne-Billancourt,VALID
15528,aller   de   troyes   à   toulon,VALID
15529,j'ai besoin d'aller de figueres a rueil-malmaison,VALID
15530,je pars de Clamart arrivée Versailles,VALID
15531,j'ai besoin d'aller de Lyon a Roubaix,VALID
15532,depuis drancy direction Nîmes,VALID
15533,"PEUX-TU ME CALCULER UN TRAJET ['GRENOBLE', 'GRENOBLE', 'GRENOBLLE', 'GRENOB'] ISSY-LES-MOULINEAUX",VALID
15534,je voudrais aller de saint-denis a bergerac,VALID
15535,je veux quitter Chartres pour aller à Pau,VALID
15536,train Neuilly-sur-Seine Mérignac stp,VALID
15537,"PEUX-TU ME CALCULER UN TRAJET NANCY ['TOURS', 'TOURS', 'TOUR', 'TOURSSE']",VALID
15538,"🚄 train ['nantes', 'Nantes', 'nante', 'nant'] Pessac stp",VALID
15539,DEP LORIENT ARR MONTAUBAN,VALID
15540,quel train existe entre Le Havre et Metz,VALID
15541,JE VAIS DE BAYONNE À ALBI,VALID
15542,aller de toulon à pantin 🚆,VALID
15543,"trajet ['toulon', 'Toulon', 'toulonn', 'toul'] Bayonne pour ce soir",VALID
15544,je dois aller à Auch en partant de Bordeaux,VALID
15545,on part d'où pour aller a antony,VALID
15546,"jveux un train pour ['luxembourg', 'luxembourg', 'lux', 'luxemb'] depuis ['nimes', 'nîmes', 'nime', 'nim']",VALID
15547,j'ai besoin d'aller de Courbevoie a Libourne,VALID
15548,"gourdon ['strasbourg', 'strasbourg', 'strasbour', 'strasburg']",VALID
15549,aller De tourcoing à narbonne,VALID
15550,jveux aller de châteauroux a montauban,VALID
15551,aller   de   béziers   à   villeneuve-d'ascq  en  passant  par  mont- de -marsan  🚂,VALID
15552,issy-les-moulineaux > courbevoie,VALID
15553,je souhaite me rendre à Alès depuis mende,VALID
15554,Depuis  narbonne  Direction  Sète,VALID
15555,men de   ->  belfort  🎫,VALID
15556,on part d'où pour aller a Libourne,VALID
15557,"peux-tu me calculer un trajet strasbourg ['bayonne', 'bayonne', 'bayonn', 'bay']",VALID
15558,VANNES > ROUBAIX,VALID
15559,je veux aller de Neuilly-sur-Seine à narbonne demain matin,VALID
15560,"donne  moi  un  trajet   de   ['caen',  'caen',  'caenn',  'can']  a  sete",VALID
15561,quels trains sont dispo de dax vers metz,VALID
15562,depuis Genève jusqu'à pantin 🚄,VALID
15563,je pars de Foix pour rejoindre Sarlat-la-Canéda 💨,VALID
15564,billet lyon blois pour un rdv,VALID
15565,billet Châlons-en-Champagne Rodez pour un rdv,VALID
15566,JVEUX ALLER DE TOURCOING A CRÉTEIL 🚄,VALID
15567,"chui a ['mulhouse', 'mulhouse', 'mulhous', 'mulh'] je dois aller sur ['caen', 'caen', 'caenn', 'can']",VALID
15568,je souhaite me rendre a Albi depuis Mende,VALID
15569,train Digne-les-Bains Bergerac avec mes bagages,VALID
15570,"je dois aller à ['rennes', 'rennes', 'renne', 'ren'] depuis tarbes pour voir ma mère",VALID
15571,"aller a issy-les-moulineaux depuis ['geneve', 'geneve', 'gen', 'gene']",VALID
15572,Train Vannes belfort,VALID
15573,VOYAGE NARBONNE AMIENS,VALID
15574,quels trains sont dispo de clichy vers grenoble,VALID
15575,SARLAT-LA-CANÉDA ANGERS SVP,VALID
15576,aller de Clamart à Moulins en passant par Pantin,VALID
15577,"Grenoble → ['rouen', 'Rouen', 'rouenn', 'rou'] 📍",VALID
15578,COMMENT ALLER A NIORT DEPUIS RODEZ,VALID
15579,train Toulouse Bourges stp,VALID
15580,de pau à clermont-ferrand,VALID
15581,je veux aller De Calais à cahors,VALID
15582,chui a Vincennes je dois aller sur Castres,VALID
15583,TRAIN VILLENEUVE-D'ASCQ CERGY,VALID
15584,donne moi un Trajet de Amiens À carcassonne,VALID
15585,depuis bergerac Jusqu'à Chartres,VALID
15586,billet Villeurbanne Metz,VALID
15587,"direction ['marseile', 'marseille', 'marseil', 'marseylle'] Depuis Auch",VALID
15588,🚂 jveux un train pour Alès depuis Niort,VALID
15589,"de Montauban à ['pariis', 'paris', 'Pari', 'parri']",VALID
15590,"je  veux  aller   de   Nîmes   à   ['strasbourg',  'Strasbourg',  'strasbour',  'strasburg']",VALID
15591,aller de le mans à rueil-malmaison en passant par grasse,VALID
15592,"je veux aller de ['pariis', 'paris', 'Pari', 'parri'] à Courbevoie demain matin",VALID
15593,depuis Brest jusqu'à Bobigny,VALID
15594,luxembourg - grenoble,VALID
15595,✈️ je cherche un train de tours à évry,VALID
15596,"trajet depuis ['pau', 'Pau', 'pauu', 'pa'] vers ['bordo', 'bordeaux', 'bordaux', 'bordoeux']",VALID
15597,je veux aller de metz à pessac demain matin,VALID
15598,train périgueux villeurbanne stp 📍,VALID
15599,train foix mende avec mes bagages,VALID
15600,de lyon vers lille,VALID
15601,je pars de Calais pour rejoindre Fontenay-sous-Bois,VALID
15602,"je veux rejoindre ['lyon', 'Lyon', 'lyonn', 'lion'] depuis ['calais', 'Calais', 'calai', 'cal']",VALID
15603,je  vais   de   Toulouse   à   neuilly-sur-seine,VALID
15604,billet évreux niort,VALID
15605,"JE VEUX QUITTER ['AVIGNON', 'AVIGNON', 'AVIGNONN', 'AVIGN'] POUR ALLER À MULHOUSE",VALID
15606,issy-les-moulineaux Briançon svp,VALID
15607,"de   ['le  havre',  'Le  Havre',  'havre',  'hav']  vers  Colmar",VALID
15608,je  dois  aller   à   vannes  en  partant   de   Évreux,VALID
15609,🎫 trajet depuis Calais vers Lorient,VALID
15610,"billet Poitiers ['nantes', 'nantes', 'nante', 'nant'] pour un rdv 🚂",VALID
15611,"je pars de Narbonne arrivée ['nice', 'Nice', 'nise', 'niss']",VALID
15612,Castres > Saint-Denis,VALID
15613,trajet depuis Briançon vers Lorient,VALID
15614,"je souhaite me rendre à ['geneve', 'Genève', 'gen', 'gene'] depuis Versailles",VALID
15615,direction foix Depuis Béziers,VALID
15616,"aller simple de ['lyon', 'Lyon', 'lyonn', 'lion'] à Nevers",VALID
15617,donne moi un trajet de Dijon à saint-jean-de-luz,VALID
15618,"['nantes',  'Nantes',  'nante',  'nant']  >  ['mulhouse',  'Mulhouse',  'mulhous',  'mulh']",VALID
15619,peux-tu me trouver un train de Angers à auxerre,VALID
15620,j'ai  besoin  d'aller   de   figueres  a  sarlat-la-caneda,VALID
15621,je dois aller à Nevers depuis Agen pour voir ma mère,VALID
15622,🚄 donne moi un trajet de Perigueux a Libourne,VALID
15623,billet Champigny-sur-Marne Agen pour un rdv 🚄,VALID
15624,Narbonne - Carcassonne,VALID
15625,"je pars de Fontenay-sous-Bois arrivée ['dunkerque', 'Dunkerque', 'dunk', 'dun']",VALID
15626,itinéraire  Nice  Sartrouville,VALID
15627,je voudrais aller de Nîmes à Paris,VALID
15628,trajet   de puis  La  Seyne-sur-Mer  vers  lorient,VALID
15629,"['mulhouse', 'Mulhouse', 'mulhous', 'mulh'] -> Lorient",VALID
15630,je dois aller a la seyne-sur-mer en partant de annecy,VALID
15631,"['LE HAVRE', 'LE HAVRE', 'HAVRE', 'HAV'] BRUXELLES",VALID
15632,"['rennes', 'Rennes', 'renne', 'ren'] Drancy",VALID
15633,"['avignon', 'avignon', 'avignonn', 'avign'] nanterre svp",VALID
15634,jveux un train pour figeac depuis cahors,VALID
15635,"je dois aller à ['annecy', 'annecy', 'anneci', 'anne'] depuis amiens pour voir ma mère",VALID
15636,direction  Grasse   de puis  Saint-Jean- de -Luz,VALID
15637,train privas bergerac avec mes bagages,VALID
15638,jveux  aller   de   Lausanne  a  Valence,VALID
15639,Chui a alès je Dois aller sur vincennes,VALID
15640,de   perpignan  vers  versailles,VALID
15641,JE VEUX ALLER DE TOULON À AGEN DEMAIN MATIN,VALID
15642,"direction le havre depuis ['toulon', 'toulon', 'toulonn', 'toul']",VALID
15643,"je dois aller à ['saint etienne', 'saint-étienne', 'st etienne', 'st-étienne'] depuis Meaux pour voir ma mère",VALID
15644,donne moi un trajet de Nevers a Orleans,VALID
15645,💨 quels trains sont dispo de colmar vers Toulouse,VALID
15646,jveux un train pour gourdon depuis nimes,VALID
15647,"j'ai besoin d'aller de ['lyon', 'Lyon', 'lyonn', 'lion'] a Limoges",VALID
15648,"Aix-en-Provence ['montpelié', 'montpellier', 'montpelier', 'montpel']",VALID
15649,jveux aller de cergy a brive-la-gaillarde,VALID
15650,de aix-en-provence vers nanterre,VALID
15651,💨 Albi -> Troyes,VALID
15652,"Castres ['annecy', 'annecy', 'anneci', 'anne'] svp 💨",VALID
15653,jveux aller de Brive-la-Gaillarde a Limoges,VALID
15654,"['BESANCON', 'BESANÇON', 'BESANC', 'BESAN'] > ['GENEVE', 'GENÈVE', 'GEN', 'GENE']",VALID
15655,depart clermont-ferrand Dest briançon,VALID
15656,"ISSY-LES-MOULINEAUX - ['ANNECY', 'ANNECY', 'ANNECI', 'ANNE']",VALID
15657,"voyage ['perpignan', 'perpignan', 'perpign', 'perp'] nîmes",VALID
15658,je pars de saint-denis pour rejoindre Moulins,VALID
15659,train vannes Antony avec mes bagages,VALID
15660,on part d'où pour aller à auch,VALID
15661,je dois aller à Champigny-sur-Marne depuis Rennes pour voir ma mère,VALID
15662,billet sète Tourcoing pour un rdv,VALID
15663,je veux aller de Carcassonne à Agen,VALID
15664,le havre millau svp,VALID
15665,champigny-sur-marne carcassonne,VALID
15666,billet Fontenay-sous-Bois Bayonne,VALID
15667,aller de Belfort a Laval,VALID
15668,arrivée castres départ fontenay-sous-bois,VALID
15669,"['bruxelles', 'Bruxelles', 'brux', 'bruxel'] - ['angers', 'Angers', 'anger', 'ang']",VALID
15670,"Je veux un train Issy-les-moulineaux > ['calais', 'calais', 'calai', 'cal']",VALID
15671,✈️ voyage Strasbourg Auxerre,VALID
15672,je veux rejoindre luxembourg depuis laval,VALID
15673,itinéraire Gap Dax,VALID
15674,"train ['grenoble', 'Grenoble', 'grenoblle', 'grenob'] Besançon",VALID
15675,itinéraire metz Avignon,VALID
15676,"comment aller a tarbes depuis ['rennes', 'rennes', 'renne', 'ren']",VALID
15677,je dois aller a Lyon en partant de Hyeres,VALID
15678,"aller a Châteauroux depuis ['orleans', 'orléans', 'orlean', 'orléan']",VALID
15679,"comment me rendre a Roubaix depuis ['grenoble', 'Grenoble', 'grenoblle', 'grenob']",VALID
15680,chui a pantin je dois aller sur Nancy,VALID
15681,depuis paris jusqu'a Foix,VALID
15682,direction Grasse depuis metz,VALID
15683,Je Veux Un train digne-les-bains > Pantin,VALID
15684,train cahors Briançon stp,VALID
15685,direction Briançon depuis clichy,VALID
15686,"arrivée Nîmes départ ['nice', 'Nice', 'nise', 'niss']",VALID
15687,comment me rendre a Geneve depuis Mont-de-Marsan,VALID
15688,aller de Nîmes à Pessac en passant par Narbonne,VALID
15689,"donne moi un trajet de nanterre à ['nancy', 'nancy', 'nancie', 'nanc']",VALID
15690,"j'aimerais  aller   de   mérignac  jusqu' à   ['annecy',  'Annecy',  'anneci',  'anne']",VALID
15691,"train ['valence', 'Valence', 'valenc', 'val'] carcassonne avec mes bagages",VALID
15692,🚆 de Arles à Chartres,VALID
15693,"['saint etienne', 'saint-étienne', 'st etienne', 'st-étienne'] -> ['pau', 'pau', 'pauu', 'pa']",VALID
15694,trajet depuis libourne vers annecy,VALID
15695,QUEL TRAIN EXISTE ENTRE NEVERS ET CRÉTEIL,VALID
15696,✈️ je veux aller de Libourne a Luxembourg demain matin,VALID
15697,💨 arrivée Pessac départ albi,VALID
15698,"depuis Pau jusqu'à ['bruxelles', 'Bruxelles', 'brux', 'bruxel']",VALID
15699,ISSY-LES-MOULINEAUX > GRENOBLE,VALID
15700,"['avignon', 'avignon', 'avignonn', 'avign'] - agen",VALID
15701,je dois aller à Narbonne depuis Rodez pour voir ma mère,VALID
15702,"quel train existe entre Évry et ['pariis', 'paris', 'Pari', 'parri']",VALID
15703,aller simple de Lausanne à Genève,VALID
15704,🚄 tarbes - orléans,VALID
15705,itinéraire bayonne meaux,VALID
15706,Grasse -> Tarbes 🚄,VALID
15707,donne moi un trajet de Brive-la-Gaillarde à Mont-de-Marsan,VALID
15708,je veux rejoindre neuilly-sur-seine depuis auch,VALID
15709,j'ai besoin d'aller de figeac a grasse,VALID
15710,voyage Toulon Alès,VALID
15711,je voudrais aller de cahors a lorient,VALID
15712,Nanterre → Niort,VALID
15713,"j'aimerais aller de ['grenoble', 'Grenoble', 'grenoblle', 'grenob'] jusqu'à Villeneuve-d'Ascq",VALID
15714,peux-tu me calculer un trajet Mulhouse Saint-Denis,VALID
15715,depuis Gap jusqu'a Versailles,VALID
15716,billet Villeurbanne Lausanne,VALID
15717,clamart -> roubaix,VALID
15718,peux-tu me calculer un trajet Paris Champigny-sur-Marne,VALID
15719,aller a Cergy depuis Châteauroux,VALID
15720,peux-tu me trouver un train de montpellier à bayonne,VALID
15721,JE VEUX UN TRAIN ISSY-LES-MOULINEAUX > VILLEURBANNE,VALID
15722,voyage auch bordeaux,VALID
15723,voyage tourcoing lyon,VALID
15724,j'aimerais aller de caen jusqu'à dax,VALID
15725,trajet depuis drancy vers angers,VALID
15726,QUELS TRAINS SONT DISPO DE MOULINS VERS CAHORS,VALID
15727,train antibes Strasbourg,VALID
15728,chui  a  Bruxelles  je  Dois  aller  sur  Sète,VALID
15729,je souhaite me rendre a Colmar depuis Digne-les-Bains,VALID
15730,direction Briancon depuis cahors,VALID
15731,"je voudrais aller de ['biarritz', 'biarritz', 'biaritz', 'biar'] à annecy",VALID
15732,je Dois aller À saint-denis depuis gourdon pour Voir Ma mère,VALID
15733,depart Hyères dest Marseille,VALID
15734,billet rueil-malmaison mende pour un Rdv,VALID
15735,ON PART D'OÙ POUR ALLER À PAU,VALID
15736,je dois aller à Moulins en partant de Foix,VALID
15737,peux-tu me calculer un trajet Bergerac Amiens,VALID
15738,je voudrais aller de neuilly-sur-seine a tarbes,VALID
15739,quels trains sont dispo de Auxerre vers Rueil-Malmaison,VALID
15740,j'aimerais aller de digne-les-bains jusqu'à laval,VALID
15741,Créteil - Privas,VALID
15742,JE DOIS ALLER À NIORT DEPUIS BÉZIERS POUR VOIR MA MÈRE,VALID
15743,j'aimerais  aller   de   poitiers  jusqu' à   fontenay-sous-bois,VALID
15744,"QUEL TRAIN EXISTE ENTRE MOULINS ET ['NANCY', 'NANCY', 'NANCIE', 'NANC']",VALID
15745,"PEUX-TU ME CALCULER UN TRAJET NIORT ['MONTPELIÉ', 'MONTPELLIER', 'MONTPELIER', 'MONTPEL']",VALID
15746,jveux aller de évreux a gap,VALID
15747,donne moi un trajet de colmar à arcachon,VALID
15748,AGEN  SAINT-DENIS,VALID
15749,voyage Blois Amiens,VALID
15750,"quel train existe entre Roubaix et ['reims', 'Reims', 'reim', 'reimss']",VALID
15751,arrivée Montauban départ Saint-Denis,VALID
15752,billet Niort Cergy pour un rdv,VALID
15753,JE VEUX ALLER DE PAU À ALBI,VALID
15754,"troyes -> ['tours', 'Tours', 'tour', 'toursse']",VALID
15755,Cergy - issy-les-moulineaux,VALID
15756,JE VEUX QUITTER FOIX POUR ALLER À AGEN,VALID
15757,JE SOUHAITE ME RENDRE À ARCACHON DEPUIS GENÈVE,VALID
15758,j'ai  besoin  d'aller   de   briançon  a  pau,VALID
15759,voyage Meaux digne-les-bains,VALID
15760,jveux aller de fontenay-sous-bois A montpellier,VALID
15761,"ITINERAIRE ['CAEN', 'CAEN', 'CAENN', 'CAN'] ALES",VALID
15762,depart Cahors dest sarlat-la-canéda,VALID
15763,aller de figueres à Luxembourg,VALID
15764,jveux aller de hendaye a brive-la-gaillarde,VALID
15765,évreux > clichy,VALID
15766,JE  VAIS  DE  ANGERS  À  ARLES,VALID
15767,belfort rouen svp,VALID
15768,billet  alès  tarbes  pour  un  rdv,VALID
15769,"depuis ['geneve', 'Genève', 'gen', 'gene'] direction ['poitiers', 'Poitiers', 'poitier', 'poit']",VALID
15770,"🚄 aller de ['mulhouse', 'Mulhouse', 'mulhous', 'mulh'] à niort en passant par Montpellier",VALID
15771,"JVEUX ALLER DE ['NANCY', 'NANCY', 'NANCIE', 'NANC'] A CASTRES",VALID
15772,aller de clichy à Versailles en passant par Rennes,VALID
15773,DEPART LAUSANNE DEST TARBES,VALID
15774,train Rennes hendaye,VALID
15775,de Limoges à Strasbourg,VALID
15776,"✈️ itinéraire ['rennes', 'rennes', 'renne', 'ren'] agen",VALID
15777,Trajet depuis Foix vers briancon,VALID
15778,train mende Gap,VALID
15779,train Marseille Bourges stp,VALID
15780,"peux-tu me calculer un trajet hendaye ['nantes', 'nantes', 'nante', 'nant']",VALID
15781,depuis colmar direction nevers,VALID
15782,"train ['marseile', 'marseille', 'marseil', 'marseylle'] Clichy stp",VALID
15783,"['bayonne',  'Bayonne',  'bayonn',  'bay']  Clermont-Ferrand  svp",VALID
15784,"train  ['caen',  'Caen',  'caenn',  'can']  Roubaix  avec  mes  bagages",VALID
15785,je veux Rejoindre agen depuis fontenay-sous-bois,VALID
15786,✈️ TRAJET CHARTRES LORIENT POUR CE SOIR,VALID
15787,je dois aller à béziers en partant de montpellier,VALID
15788,pessac -> toulon,VALID
15789,je veux aller de villeneuve-d'ascq à avignon,VALID
15790,dep dax arr gap,VALID
15791,Narbonne -> Libourne,VALID
15792,comment  aller  a  albi   de puis  aix-en-provence,VALID
15793,jveux aller de cannes a orléans,VALID
15794,🚂 comment me rendre à Laval depuis Briançon,VALID
15795,AVIGNON → GAP,VALID
15796,train Pantin troyes,VALID
15797,train brest pessac avec mes bagages,VALID
15798,🎫 je veux un train antibes > aix-en-provence,VALID
15799,pessac - bergerac,VALID
15800,"peux-tu me calculer un trajet ['cannes', 'Cannes', 'cann', 'can'] millau",VALID
15801,je souhaite me rendre à Bordeaux depuis Rueil-Malmaison,VALID
15802,je dois aller à bergerac Depuis rodez Pour Voir ma Mère,VALID
15803,"de Briançon vers ['brest', 'Brest', 'brestt', 'bres']",VALID
15804,Billet mérignac nice,VALID
15805,je  dois  aller   à   mérignac   de puis  tourcoing  pour  voir  ma  mère,VALID
15806,depart colmar dest privas,VALID
15807,"aller simple de ['annecy', 'annecy', 'anneci', 'anne'] à lorient",VALID
15808,"voyage Évreux ['luxembourg', 'Luxembourg', 'lux', 'luxemb']",VALID
15809,✈️ je veux rejoindre Évry depuis Clichy,VALID
15810,direction cannes depuis agen,VALID
15811,billet Montauban Limoges,VALID
15812,j'ai besoin d'aller de creteil a mende 🚄,VALID
15813,nice > montauban,VALID
15814,"direction digne-les-bains depuis ['valence', 'valence', 'valenc', 'val']",VALID
15815,DEPART GRENOBLE DEST TOURCOING,VALID
15816,"🎫 je vais de ['clermont ferrand', 'clermont-ferrand', 'clermont', 'clerm'] à Vannes",VALID
15817,🚆 de millau vers narbonne,VALID
15818,"lausanne  >  ['nantes',  'nantes',  'nante',  'nant']",VALID
15819,aller a montauban depuis villeneuve-d'ascq,VALID
15820,depart Narbonne dest Agen,VALID
15821,Cergy > Sarlat-la-Canéda,VALID
15822,"j'aimerais aller de ['geneve', 'Genève', 'gen', 'gene'] jusqu'à Saint-Étienne",VALID
15823,"comment aller a béziers depuis ['annecy', 'annecy', 'anneci', 'anne']",VALID
15824,jveux aller de clichy a tours,VALID
15825,dep Villeneuve-d'Ascq arr Troyes,VALID
15826,Quels Trains sont dispo De châteauroux Vers Reims,VALID
15827,comment me rendre à brest depuis libourne,VALID
15828,🚄  je  voudrais  aller   de   la  rochelle   à   évry,VALID
15829,je veux rejoindre Avignon depuis Carcassonne,VALID
15830,"train  carcassonne  ['cannes',  'cannes',  'cann',  'can']  avec  mes  bagages",VALID
15831,peux-tu me calculer un trajet pau arcachon,VALID
15832,je veux quitter neuilly-sur-seine pour aller à chartres,VALID
15833,je pars de moulins arrivee arles,VALID
15834,aller simple de Briançon à Marseille,VALID
15835,trajet  Boulogne-Billancourt  Avignon  pour  ce  soir,VALID
15836,jveux un train pour mende depuis Cergy,VALID
15837,DIRECTION DIJON DEPUIS BESANCON,VALID
15838,"🚄 JE VEUX REJOINDRE ['VALENCE', 'VALENCE', 'VALENC', 'VAL'] DEPUIS SARLAT-LA-CANEDA",VALID
15839,chui a Cergy je dois aller sur Sartrouville,VALID
15840,on part d'où pour aller à Clermont-Ferrand,VALID
15841,"['ROUEN', 'ROUEN', 'ROUENN', 'ROU'] > VALENCE",VALID
15842,de villeurbanne Vers evreux,VALID
15843,quel train existe entre Niort et Millau 💨,VALID
15844,"dep rodez arr ['rennes', 'rennes', 'renne', 'ren']",VALID
15845,"je cherche un train de ['poitiers', 'poitiers', 'poitier', 'poit'] à metz",VALID
15846,"['tours', 'Tours', 'tour', 'toursse'] Gourdon svp",VALID
15847,"train évry ['reims', 'reims', 'reim', 'reimss'] stp",VALID
15848,je veux un train Clamart > versailles,VALID
15849,depuis Privas direction Dunkirk,VALID
15850,"billet castres ['saint etienne', 'saint-étienne', 'st etienne', 'st-étienne'] pour un rdv",VALID
15851,TRAIN  LA  ROCHELLE  HENDAYE  STP,VALID
15852,direction  issy-les-moulineaux   de puis  béziers,VALID
15853,de Alès vers Hyères 🚆,VALID
15854,aller de Dunkirk à lorient,VALID
15855,"ON PART D'OÙ POUR ALLER À ['DIJON', 'DIJON', 'DIJONN', 'DIJ']",VALID
15856,JE  VEUX  ALLER  DE  CANNES  A  BIARRITZ,VALID
15857,✈️ peux-tu me calculer un trajet Arcachon Sarlat-la-Canéda,VALID
15858,CHUI A TARBES JE DOIS ALLER SUR NARBONNE,VALID
15859,agen → Calais,VALID
15860,comment aller a hyères depuis clamart,VALID
15861,train angers sartrouville avec mes bagages,VALID
15862,"train mulhouse ['marseile', 'marseille', 'marseil', 'marseylle'] avec mes bagages",VALID
15863,ARRIVÉE AGEN DÉPART NÎMES,VALID
15864,✈️  quel  train  existe  entre  Rennes  et  Villeneuve-d'Ascq,VALID
15865,MEAUX → ARCACHON,VALID
15866,"train Sete ['dunkerque', 'Dunkerque', 'dunk', 'dun']",VALID
15867,j'aimerais aller de gap jusqu'à rueil-malmaison,VALID
15868,DE VINCENNES À MILLAU,VALID
15869,"aller simple de ['brest', 'Brest', 'brestt', 'bres'] à Béziers",VALID
15870,je veux aller de strasbourg à sartrouville demain matin,VALID
15871,"jveux un train pour Bergerac depuis ['annecy', 'Annecy', 'anneci', 'anne']",VALID
15872,"comment me rendre à ['nancy', 'nancy', 'nancie', 'nanc'] depuis champigny-sur-marne",VALID
15873,Arrivée paris Départ millau,VALID
15874,itineraire  Pau  brive-la-gaillar de,VALID
15875,billet Le Havre Évry,VALID
15876,quels trains sont dispo de Tours vers troyes,VALID
15877,"je veux rejoindre saint-denis depuis ['reims', 'reims', 'reim', 'reimss']",VALID
15878,périgueux toulouse svp,VALID
15879,"aller simple de bobigny a ['reims', 'Reims', 'reim', 'reimss']",VALID
15880,trajet   de puis  la  seyne-sur-mer  vers  saint-jean- de -luz,VALID
15881,DEP PESSAC ARR AIX-EN-PROVENCE,VALID
15882,Blois Dijon svp,VALID
15883,jveux aller de vincennes a chartres,VALID
15884,Peux-tu Me trouver Un train De sète à toulouse,VALID
