ID,Sentence,VALIDITY
4675,je veux rejoindre Pantin depuis Saint-Denis,VALID
4676,voyage Béziers Mulhouse,VALID
4677,je veux rejoindre Bobigny quittant Mantes-la-Jolie,VALID
4678,je veux me rendre de Villeurbanne jusqu'à Auch,VALID
4679,je cherche un train depuis Marseille vers Villeneuve-d'Ascq,VALID
4680,Itinéraire nantes gap,VALID
4681,je vais quittant Bergerac vers Hendaye,VALID
4682,direction Cannes quittant Bondy,VALID
4683,depart Niort dest Pantin,VALID
4684,je veux me déplacer depuis Barcelona en direction de Laval,VALID
4685,je vais en partant de Bourges en direction de Bilbao,VALID
4686,donne moi un chemin quittant Vincennes en direction de Cahors,VALID
4687,je voudrais rejoindre en partant de épinay-sur-seine vers le mans,VALID
4688,Donne moi un trajet quittant niort jusqu'à drancy,VALID
4689,je veux voyager depuis Noisy-le-Grand pour Cannes,VALID
4690,j'aimerais aller à partir de Dijon pour Blois,VALID
4691,je pars de Limoges arrivée Le Havre,VALID
4692,Je veux quitter villeurbanne pour aller pour mantes-la-jolie,VALID
4693,voyage Argenteuil Castres,VALID
4694,peux-tu me trouver un train quittant Villeurbanne jusqu'à Amiens,VALID
4695,voyage arcachon strasbourg,VALID
4696,je souhaite me rendre à Boulogne-Billancourt quittant Arcachon,VALID
4697,voyage villeurbanne narbonne,VALID
4698,train Dijon Foix,VALID
4699,je veux rejoindre Girona à partir de Grenoble,VALID
4700,Je cherche un train quittant annecy vers rouen,VALID
4701,depuis Le Mans jusqu'à Metz,VALID
4702,voyage Montauban San Sebastián,VALID
4703,je pars quittant Clermont-Ferrand pour arriver Bilbao,VALID
4704,voyage Perpignan Niort,VALID
4705,aller simple de Agen jusqu'à Blois,VALID
4706,trajet à partir de Nanterre vers Montreuil,VALID
4707,itinéraire Laval Nevers,VALID
4708,arrivée Toulouse ville de départ Villeurbanne,VALID
4709,origine Figeac ville d'arrivée Le Mans,VALID
4710,aller simple à partir de Figeac en direction de Dunkirk,VALID
4711,trajet depuis Narbonne vers Strasbourg,VALID
4712,depuis Albi jusqu'à Brive-la-Gaillarde,VALID
4713,départ Colombes ville d'arrivée Boulogne-Billancourt,VALID
4714,trajet Libourne Argenteuil,VALID
4715,donne moi un déplacement en partant de Toulon à Nevers,VALID
4716,trajet de Rennes vers Saint-Paul,VALID
4717,je voudrais voyager en partant de Versailles en direction de Digne-les-Bains,VALID
4718,DONNE MOI UN ITINÉRAIRE À PARTIR DE TROYES VERS NANCY,VALID
4719,arrivée périgueux origine albi,VALID
4720,aller en partant de Aulnay-sous-Bois à Villeurbanne,VALID
4721,je pars quittant Neuilly-sur-Seine pour aller Marseille,VALID
4722,Castres → Madrid,VALID
4723,aller de Besançon en direction de Metz,VALID
4724,direction Amiens de Rodez,VALID
4725,direction Madrid quittant Figeac,VALID
4726,chemin Pantin Troyes,VALID
4727,depart Lons-le-Saunier dest Nice,VALID
4728,j'aimerais aller depuis Fontenay-sous-Bois en direction de Calais,VALID
4729,peux-tu me trouver un train de Lons-le-Saunier en direction de Limoges,VALID
4730,Je cherche un train en partant de rodez vers rouen,VALID
4731,aller à partir de Gap à Orléans,VALID
4732,peux-tu me trouver un train de Moulins à Villeurbanne,VALID
4733,parcours Dunkirk Pessac,VALID
4734,je cherche un train à partir de Cergy vers Belfort,VALID
4735,départ Nanterre destination Perpignan,VALID
4736,peux-tu me trouver un train à partir de Toulouse à Lorient,VALID
4737,Train versailles valencia,VALID
4738,depuis Grenoble direction Digne-les-Bains,VALID
4739,Je cherche un train en partant de asnières-sur-seine vers valence,VALID
4740,je pars de arles pour aller mulhouse,VALID
4741,train Vincennes Troyes,VALID
4742,Évreux - Cahors,VALID
4743,depuis Rouen direction Villeurbanne,VALID
4744,je vais quittant La Rochelle vers Clamart,VALID
4745,je souhaite me rendre vers Fontenay-sous-Bois depuis Niort,VALID
4746,train Rueil-Malmaison Chartres,VALID
4747,arrivée Mulhouse origine Aulnay-sous-Bois,VALID
4748,peux-tu me trouver un train à partir de Saint-Paul jusqu'à Vannes,VALID
4749,je voudrais me déplacer de Biarritz à Cahors,VALID
4750,depart Orléans dest Limoges,VALID
4751,peux-tu me trouver un train quittant Antony en direction de Cannes,VALID
4752,itinéraire Toulon Perpignan,VALID
4753,je souhaite me rendre jusqu'à Bergerac quittant Nevers,VALID
4754,j'aimerais aller à partir de chartres pour castres,VALID
4755,aller depuis Bourges jusqu'à Avignon,VALID
4756,j'aimerais aller en partant de Privas en direction de Dax,VALID
4757,je dois alé en direction de Pau a partir de Laval,VALID
4758,je veux quitter Besançon pour aller jusqu'à Neuilly-sur-Seine,VALID
4759,je veux rejoindre Reims en partant de Perpignan,VALID
4760,je souhaite me rendre vers Brest depuis Boulogne-Billancourt,VALID
4761,depuis Niort direction Évreux,VALID
4762,Je pars depuis rueil-malmaison pour arriver lons-le-saunier,VALID
4763,aller depuis San Sebastián à Cahors,VALID
4764,direction Amiens depuis Noisy-le-Grand,VALID
4765,je vais en partant de Amiens pour Courbevoie,VALID
4766,je veux rejoindre quittant épinay-sur-seine pour sète,VALID
4767,depuis Tarbes jusqu'à Troyes,VALID
4768,depart Nice dest Boulogne-Billancourt,VALID
4769,point de départ Dunkirk arrivée Reims,VALID
4770,je pars depuis Cannes arrivée Marseille,VALID
4771,peux-tu me trouver un train depuis Le Mans en direction de Sèvres,VALID
4772,je vais depuis Villeneuve-d'Ascq vers Boulogne-Billancourt,VALID
4773,je pars quittant Grenoble pour arriver Brest,VALID
4774,je veux rejoindre Colombes quittant Dijon,VALID
4775,depart Asnières-sur-Seine dest Girona,VALID
4776,je dois aller jusqu'à Strasbourg en partant de Antibes,VALID
4777,aller simple à partir de Boulogne-Billancourt jusqu'à Barcelona,VALID
4778,je dois aller jusqu'à Valencia en partant de Arles,VALID
4779,origine Neuilly-sur-Seine point d'arrivée Saint-Jean-de-Luz,VALID
4780,aller à partir de Blois pour Figueres,VALID
4781,Calais → Metz,VALID
4782,origine Nîmes point d'arrivée Fontenay-sous-Bois,VALID
4783,Je pars à partir de toulouse pour me rendre bergerac,VALID
4784,arrivée Mende départ Meaux,VALID
4785,j'aimerais aller quittant Le Mans à Nevers,VALID
4786,depuis Champigny-sur-Marne jusqu'à Niort,VALID
4787,Pessac - Digne-les-Bains,VALID
4788,depuis Vincennes direction Mantes-la-Jolie,VALID
4789,arrivée Aix-en-Provence ville de départ Poitiers,VALID
4790,je souhaite me rendre jusqu'à Arles à partir de Dunkirk,VALID
4791,point de départ Colombes arrivée Pantin,VALID
4792,train Villeneuve-d'Ascq Cergy,VALID
4793,arrivée Tarbes ville de départ Drancy,VALID
4794,VOYAGE NANTERRE AUCH,VALID
4795,je pars à partir de marseille pour rejoindre sète,VALID
4796,depuis Versailles jusqu'à Montreuil,VALID
4797,donne moi un voyage en partant de arcachon jusqu'à villeurbanne,VALID
4798,je dois aller vers hyères quittant saint-paul,VALID
4799,j'aimerais aller quittant Brest à Vannes,VALID
4800,de Clichy à Angers,VALID
4801,je pars depuis Sarlat-la-Canéda pour voyager Gap,VALID
4802,depuis Perpignan jusqu'à Strasbourg,VALID
4803,je pars depuis Bobigny pour voyager Roubaix,VALID
4804,direction Foix de Angers,VALID
4805,donne moi un déplacement à partir de Arles à Sèvres,VALID
4806,je voudrais me rendre quittant Angers en direction de Aulnay-sous-Bois,VALID
4807,aller simple quittant Antibes pour Paris,VALID
4808,donne moi un chemin quittant Noisy-le-Grand jusqu'à Issy-les-Moulineaux,VALID
4809,je voudrais me déplacer de gourdon en direction de mulhouse,VALID
4810,depart Lille dest Saint-Paul,VALID
4811,trajet mérignac toulon,VALID
4812,je vais en partant de Mende vers Bilbao,VALID
4813,voyage San Sebastián Perpignan,VALID
4814,je souhaite me rendre en direction de gourdon en partant de san sebastián,VALID
4815,Gap - Digne-les-Bains,VALID
4816,je veux quitter quittant Béziers pour Périgueux,VALID
4817,Blois - Béziers,VALID
4818,de Laval à Chartres,VALID
4819,je voudrais rejoindre de Gap à Saint-Paul,VALID
4820,trajet La Seyne-sur-Mer Neuilly-sur-Seine,VALID
4821,je pars quittant Digne-les-Bains pour voyager Castres,VALID
4822,depart Belfort dest Sarlat-la-Canéda,VALID
4823,itinerair Dunkirk Pau,VALID
4824,itinéraire Besançon Rennes,VALID
4825,itinéraire Mérignac Bobigny,VALID
4826,donne moi un voyage en partant de gap vers tourcoing,VALID
4827,Bayonne - Montpellier,VALID
4828,voyage Mérignac Bergerac,VALID
4829,je dois aller en direction de Créteil à partir de Perpignan,VALID
4830,je veux quitter à partir de Brive-la-Gaillarde pour Béziers,VALID
4831,depuis Bergerac direction Tarbes,VALID
4832,Bordeaux - Calais,VALID
4833,je pars quittant Biarritz arrivée Nanterre,VALID
4834,depuis Biarritz jusqu'à Montreuil,VALID
4835,arrivée Perpignan origine Bayonne,VALID
4836,je pars depuis Amiens arrivée Mulhouse,VALID
4837,train Strasbourg Sèvres,VALID
4838,trajet à partir de Fontenay-sous-Bois vers Dax,VALID
4839,Roubaix - mont-de-marsan,VALID
4840,je veux quitter La Rochelle pour aller en direction de Nancy,VALID
4841,train Le Mans Montreuil,VALID
4842,je vais en partant de Cannes en direction de Briançon,VALID
4843,depart Bayonne dest Bondy,VALID
4844,aller quittant La Seyne-sur-Mer à Mantes-la-Jolie,VALID
4845,je souhaite me rendre jusqu'à Valencia quittant Évreux,VALID
4846,je dois aller jusqu'à Paris à partir de Poitiers,VALID
4847,trajet depuis Clamart vers Besançon,VALID
4848,je souhaite me rendre en direction de Hendaye quittant Limoges,VALID
4849,je veux quitter Biarritz pour aller jusqu'à Évry,VALID
4850,trajet de Agen vers Chartres,VALID
4851,je cherche un train depuis Rouen vers Moulins,VALID
4852,je veux rejoindre Carcassonne depuis Cergy,VALID
4853,donne moi un parcours quittant Nîmes jusqu'à Nanterre,VALID
4854,trajet de Marseille vers Auxerre,VALID
4855,je veux partir depuis Metz vers Auxerre,VALID
4856,je veux me rendre quittant Reims vers Moulins,VALID
4857,train Pessac Arcachon,VALID
4858,donne moi un chemin depuis Saint-Maur-des-Fossés jusqu'à Cahors,VALID
4859,je vais en partant de Figueres en direction de Pessac,VALID
4860,Je veux rejoindre besançon depuis annecy,VALID
4861,voyage Le Havre Épinay-sur-Seine,VALID
4862,Donne moi un itinéraire depuis vincennes en direction de dijon,VALID
4863,peux-tu me trouver un train de Neuilly-sur-Seine à Libourne,VALID
4864,itinéraire Roubaix Carcassonne,VALID
4865,je souhaite me rendre pour asnières-sur-seine en partant de cahors,VALID
4866,depuis Arles jusqu'à Amiens,VALID
4867,depuis Bayonne direction Lyon,VALID
4868,train Aix-en-Provence Caen,VALID
4869,de Mont-de-Marsan à Auxerre,VALID
4870,trajet quittant Toulouse vers Figueres,VALID
4871,Bergerac → Mantes-la-Jolie,VALID
4872,depart Vitry-sur-Seine dest Cannes,VALID
4873,itinéraire avignon asnières-sur-seine,VALID
4874,depuis Meaux jusqu'à Aulnay-sous-Bois,VALID
4875,depuis Clichy direction Clamart,VALID
4876,je voudrais voyager à partir de Lille à Pau,VALID
4877,depuis Auxerre jusqu'à Béziers,VALID
4878,je vais quittant Périgueux pour Vincennes,VALID
4879,Je cherche un train depuis épinay-sur-seine vers grasse,VALID
4880,depuis Valence direction Avignon,VALID
4881,je veux rejoindre Neuilly-sur-Seine depuis Rouen,VALID
4882,je voudrais me rendre quittant Metz vers Girona,VALID
4883,je pars quittant Fontenay-sous-Bois arrivée Cannes,VALID
4884,Arrivée noisy-le-grand ville de départ saint-étienne,VALID
4885,itinéraire Courbevoie Antony,VALID
4886,direction Annecy de Rouen,VALID
4887,aller simple quittant Montauban en direction de Agen,VALID
4888,direction Foix en partant de Rueil-Malmaison,VALID
4889,je vais depuis Narbonne en direction de Laval,VALID
4890,arrivée Sèvres départ Barcelona,VALID
4891,je pars en partant de Vitry-sur-Seine arrivée Caen,VALID
4892,Neuilly-sur-Seine → Grasse,VALID
4893,train Pessac Perpignan,VALID
4894,je veux voyager à partir de Lorient pour Bayonne,VALID
4895,départ La Rochelle point d'arrivée Lille,VALID
4896,train Neuilly-sur-Seine Bayonne,VALID
4897,depuis Montauban direction Blois,VALID
4898,direction Châlons-en-Champagne de Asnières-sur-Seine,VALID
4899,je veux partir à partir de Colmar pour Bourges,VALID
4900,je veux quitter Le Mans pour aller à Nantes,VALID
4901,déplacement Drancy Pessac,VALID
4902,je voudrais me rendre de Villeneuve-d'Ascq à Villeurbanne,VALID
4903,de Albi à Grenoble,VALID
4904,JE VEUX REJOINDRE AUCH À PARTIR DE VILLEURBANNE,VALID
4905,Depuis sarlat-la-canéda direction évreux,VALID
4906,point de départ Versailles point d'arrivée Marseille,VALID
4907,Arrivée rouen point de départ castres,VALID
4908,je souhaite me rendre pour Mont-de-Marsan depuis Vitry-sur-Seine,VALID
4909,peux-tu me trouver un train depuis Tourcoing pour Sartrouville,VALID
4910,peux-tu me trouver un train en partant de Grenoble pour Hyères,VALID
4911,itinéraire valence toulouse,VALID
4912,ville de départ Meaux point d'arrivée Fontenay-sous-Bois,VALID
4913,itinéraire Grenoble Issy-les-Moulineaux,VALID
4914,je cherche un train à partir de Cahors vers Tours,VALID
4915,Aller simple quittant châlons-en-champagne en direction de roubaix,VALID
4916,je veux quitter Bordeaux pour aller vers Belfort,VALID
4917,itinéraire Grenoble Champigny-sur-Marne,VALID
4918,depuis Albi jusqu'à Rennes,VALID
4919,donne moi un chemin à partir de Bourges à Saint-Paul,VALID
4920,JE VOUDRAIS VOYAGER DEPUIS AULNAY-SOUS-BOIS POUR CALAIS,VALID
4921,chemin Versailles Le Mans,VALID
4922,je souhaite me rendre vers Saint-Jean-de-Luz à partir de Roubaix,VALID
4923,origine Limoges point d'arrivée Brive-la-Gaillarde,VALID
4924,je veux quitter Calais pour aller en direction de Bourges,VALID
4925,peux-tu me trouver un train de Clichy a Lille,VALID
4926,je pars de Montpellier pour aller Lille,VALID
4927,depart Bobigny dest Bergerac,VALID
4928,aller simple de Pau vers Mont-de-Marsan,VALID
4929,donne moi un itinéraire depuis Pantin jusqu'à Arles,VALID
4930,depart Libourne dest Évry,VALID
4931,point de départ Mulhouse ville d'arrivée Reims,VALID
4932,je veux quitter La Rochelle pour aller jusqu'à Paris,VALID
4933,déplacement Montpellier Foix,VALID
4934,alé depuis Vincennes vers Villeneuve-d'Ascq,VALID
4935,Train hyères sèvres,VALID
4936,je veux rejoindre Châteauroux quittant Figeac,VALID
4937,Donne moi un voyage de colombes vers creteil,VALID
4938,itinéraire Versailles Metz,VALID
4939,j'aimerais aller en partant de Toulon pour Figueres,VALID
4940,je cherche un train à partir de Agen vers Châlons-en-Champagne,VALID
4941,direction Nancy à partir de Antibes,VALID
4942,donne moi un voyage à partir de Nice jusqu'à Arles,VALID
4943,Billet lorient mantes-la-jolie,VALID
4944,billet Nantes Châlons-en-Champagne,VALID
4945,je veux quitter besançon pour aller jusqu'à châlons-en-champagne,VALID
4946,billet montreuil perpignan,VALID
4947,aller à partir de Millau pour Mulhouse,VALID
4948,direction Blois en partant de Alès,VALID
4949,je cherche un train en partant de Valencia vers Grenoble,VALID
4950,donne moi un voyage en partant de Laval en direction de Angers,VALID
4951,Itinéraire orléans bobigny,VALID
4952,de Toulon à Bayonne,VALID
4953,je veux partir depuis Albi vers Troyes,VALID
4954,de Figeac à Auch,VALID
4955,je cherche un train depuis Antony vers Strasbourg,VALID
4956,depart Lyon dest Tourcoing,VALID
4957,Arrivée foix point de départ nevers,VALID
4958,Depuis brest direction villeneuve-d'ascq,VALID
4959,billet Bobigny Le Havre,VALID
4960,j'aimerais aller en partant de Aulnay-sous-Bois jusqu'à Pessac,VALID
4961,depuis Saint-Maur-des-Fossés direction Fontenay-sous-Bois,VALID
4962,voyage Neuilly-sur-Seine Rennes,VALID
4963,je voudrais me rendre quittant Lorient à Montauban,VALID
4964,je cherche un train en partant de Bondy vers Mérignac,VALID
4965,j'aimerais aller depuis Hyères en direction de Aix-en-Provence,VALID
4966,je pars quittant Narbonne arrivée Lorient,VALID
4967,je pars à partir de Grasse pour voyager Champigny-sur-Marne,VALID
4968,depuis Fontenay-sous-Bois jusqu'à Troyes,VALID
4969,itinéraire Nice Lille,VALID
4970,je cherche un train en partant de Toulouse vers Colmar,VALID
4971,je voudrais partir de Courbevoie vers Saint-Maur-des-Fosses,VALID
4972,billet Angers Vannes,VALID
4973,aller simple quittant montreuil jusqu'à auxerre,VALID
4974,donne moi un parcours quittant Villeneuve-d'Ascq jusqu'à Caen,VALID
4975,CHEMIN BOULOGNE-BILLANCOURT LORIENT,VALID
4976,trajet perpignan niort,VALID
4977,aller simple de Saint-Maur-des-Fossés en direction de Strasbourg,VALID
4978,je souhaite me rendre jusqu'à Castres en partant de Le Mans,VALID
4979,aller de Clamart à Arles,VALID
4980,je veux rejoindre Strasbourg en partant de Bobigny,VALID
4981,ville de départ Arles destination Bobigny,VALID
4982,je cherche un train quittant Montpellier vers Montreuil,VALID
4983,je pars quittant Montreuil arrivée Boulogne-Billancourt,VALID
4984,Bobigny - Vitry-sur-Seine,VALID
4985,billet Meaux Moulins,VALID
4986,Trajet de sarlat-la-canéda vers évreux,VALID
4987,Arles - Cergy,VALID
4988,départ Lons-le-Saunier point d'arrivée Antony,VALID
4989,aller simple quittant Bilbao à Béziers,VALID
4990,trajet depuis Pau vers Mérignac,VALID
4991,billet Versailles Dijon,VALID
4992,aller simple en partant de Versailles jusqu'à Vitry-sur-Seine,VALID
4993,je pars à partir de Pantin arrivée Narbonne,VALID
4994,je souhaite me rendre en direction de Évry depuis Cahors,VALID
4995,de Calais à Belfort,VALID
4996,depuis rodez direction castres,VALID
4997,billet Nîmes Montauban,VALID
4998,de Dax à Cannes,VALID
4999,direction La Seyne-sur-Mer quittant Issy-les-Moulineaux,VALID
5000,Paris - Toulon,VALID
5001,J'ai entendu que besançon est belle mais je ne voyage pas,INVALID
5002,Je veux parler de Blois mais pas y aller,INVALID
5003,Je vais acheter un vélo pour Vannes,INVALID
5004,Montpellier c'est mon chien,INVALID
5005,Quelle heure est-il à castres,INVALID
5006,Je vais acheter un vélo pour Bilbao,INVALID
5007,je veux aller à Saint-Jean-de-Luz,INVALID
5008,Je mange un croissant à Aix-en-Provence,INVALID
5009,Train calais,INVALID
5010,Est-ce que Hyères est une bonne ville pour étudier,INVALID
5011,JE VOUDRAIS MOULINS,INVALID
5012,Narbonne est-elle une capitale,INVALID
5013,Quel est le meilleur sandwich à Épinay-sur-Seine,INVALID
5014,Fontenay-sous-Bois Béziers c'est un bon match,INVALID
5015,je dois Carcassonne,INVALID
5016,Valence lyon ce sont mes amis,INVALID
5017,aller Montpellier,INVALID
5018,Annecy c'est loin je crois,INVALID
5019,Gourdon est-elle une capitale,INVALID
5020,depuis Auxerre,INVALID
5021,Meaux Montreuil ce sont mes amis,INVALID
5022,Mon chat s'appelle Meaux,INVALID
5023,route Bobigny Villeurbanne voiture,INVALID
5024,Évry sera toujours mantes-la-jolie,INVALID
5025,Je dois tarbes,INVALID
5026,TRAJET GOURDON,INVALID
5027,Peux-tu me donner un synonyme de Clamart,INVALID
5028,billet Mulhouse,INVALID
5029,Limoges est joli voilà,INVALID
5030,traiiin trajet Saint-Paul lolz,INVALID
5031,aller Chartres,INVALID
5032,Le ciel est bleu à Pantin,INVALID
5033,je veux aller à Issy-les-Moulineaux,INVALID
5034,Neuilly-sur-Seine Évry ce sont mes amis,INVALID
5035,je dois appeler ma mère à La Rochelle,INVALID
5036,direction Villeurbanne,INVALID
5037,Je mange un croissant à Sarlat-la-Canéda,INVALID
5038,Un jour j'irai peut-être à Dunkirk,INVALID
5039,Villeurbanne Angers c'est un bon match,INVALID
5040,je voudrais Épinay-sur-Seine,INVALID
5041,Mon chat s'appelle Alès,INVALID
5042,Je veux parler de Boulogne-Billancourt mais pas y aller,INVALID
5043,Peux-tu ecrire un poème sur Asnières-sur-Seine,INVALID
5044,traiiin trajet Rueil-Malmaison lolz,INVALID
5045,Quel est le meilleur sandwich à Niort,INVALID
5046,direction Le Havre,INVALID
5047,Chartres Boulogne-Billancourt ce sont mes amis,INVALID
5048,Je lis un article sur Foix,INVALID
5049,Grasse est jolie en été,INVALID
5050,J'aime Arles c'est une belle ville,INVALID
5051,Regarde cette vidéo sur Nevers,INVALID
5052,Est-ce que Rueil-Malmaison est une bonne ville pour etudier,INVALID
5053,Je mange un croissant à Nancy,INVALID
5054,quelle heure est-il à Millau,INVALID
5055,je dois Neuilly-sur-Seine,INVALID
5056,depuis Montpellier,INVALID
5057,Un jour j'irai peut-être à Annecy,INVALID
5058,route Digne-les-Bains Saint-Paul voiture,INVALID
5059,billet Colmar,INVALID
5060,train Perpignan,INVALID
5061,J'ai entendu que Chartres est belle mais je ne voyage pas,INVALID
5062,je veu aller de chez moi a l'école,INVALID
5063,aller Vitry-sur-Seine,INVALID
5064,depuis Blois,INVALID
5065,aller Colmar,INVALID
5066,trajet Béziers,INVALID
5067,mon copain Toulon veut venir ce soir,INVALID
5068,Est-ce que Laval fait du bon pain d'épices,INVALID
5069,aller Mont-de-Marsan,INVALID
5070,je veux aller à Rennes,INVALID
5071,je dois appeler ma mère à Pau,INVALID
5072,Grenoble Sète c'est un bon match,INVALID
5073,billet Grasse,INVALID
5074,Je suis à Mulhouse,INVALID
5075,traiiin trajet Champigny-sur-Marne lolz,INVALID
5076,Est-ce que Versailles est une bonne ville pour étudier,INVALID
5077,DEPUIS ANNECY,INVALID
5078,Colombes sera toujours Rueil-Malmaison,INVALID
5079,Un jour j'irai peut-être à bondy,INVALID
5080,je pars de Champigny-sur-Marne,INVALID
5081,Est-ce que Arcachon est une bonne ville pour étudier,INVALID
5082,je veux aller à Clamart,INVALID
5083,J'ai entendu que Vannes est belle mais je ne voyage pas,INVALID
5084,Je vais acheter un vélo pour Perpignan,INVALID
5085,Toulouse Châlons-en-Champagne ce sont mes amis,INVALID
5086,train Saint-Étienne,INVALID
5087,Est-ce que Mérignac est une bonne ville pour étudier,INVALID
5088,aller Lorient,INVALID
5089,Le Havre Asnières-sur-Seine c'est un bon match,INVALID
5090,Quel est le meilleur sandwich à Toulon,INVALID
5091,Bergerac c'est loin je crois,INVALID
5092,billet Amiens,INVALID
5093,je voudrais Cahors,INVALID
5094,Est-ce que Clermont-Ferrand fait du bon pain d'épices,INVALID
5095,Peux-tu écrire un poème sur dax,INVALID
5096,Perpignan Mende c'est un bon match,INVALID
5097,J'aime Libourne c'est une belle ville,INVALID
5098,Je suis à metz,INVALID
5099,je dois Digne-les-Bains,INVALID
5100,Mon chat s'appelle Nantes,INVALID
5101,Je suis à Le Havre,INVALID
5102,Le ciel est bleu à Saint-Paul,INVALID
5103,Marseille Versailles c'est un bon match,INVALID
5104,direction Mont-de-Marsan,INVALID
5105,Bayonne c'est mon chien,INVALID
5106,Peux-tu me donner un synonyme de Gap,INVALID
5107,Grenoble Laval c'est un bon match,INVALID
5108,Vincennes… ou peut-être Nîmes… je sais pas,INVALID
5109,je dois Gourdon,INVALID
5110,J'ai entendu que Le Mans est belle mais je ne voyage pas,INVALID
5111,je pars de Montpellier,INVALID
5112,Poitiers… ou peut-être Saint-Denis… je sais pas,INVALID
5113,Je voudrais clamart,INVALID
5114,je pars de Asnières-sur-Seine,INVALID
5115,je voudré Montpellier,INVALID
5116,Je veux parler de Évreux mais pas y aller,INVALID
5117,Peux-tu écrire un poème sur Cannes,INVALID
5118,Peux-tu me donner un synonyme de Vitry-sur-Seine,INVALID
5119,route Bergerac Foix voiture,INVALID
5120,Saint-Denis c'est loin je crois,INVALID
5121,je pars de Millau,INVALID
5122,J'aime Antibes c'est une belle ville,INVALID
5123,Peux-tu me donner un synonyme de Orléans,INVALID
5124,Je lis un article sur Vincennes,INVALID
5125,Je lis un article sur Dunkirk,INVALID
5126,Regarde cette vidéo sur Gourdon,INVALID
5127,J'aimerais cuisiner des pâtes a la carbonara,INVALID
5128,Je veux parler de Dijon mais pas y aller,INVALID
5129,Mon chat s'appelle Tarbes,INVALID
5130,route Toulon Perpignan voiture,INVALID
5131,aller Créteil,INVALID
5132,direction Clamart,INVALID
5133,je pars de Cergy,INVALID
5134,Je veux parler de Neuilly-sur-Seine mais pas y aller,INVALID
5135,Clermont-Ferrand c'est mon chien,INVALID
5136,J'aime le mot Valence,INVALID
5137,Mon chat s'appelle Besançon,INVALID
5138,je vais acheter un vélo pour angers,INVALID
5139,je veux aller à Le Havre,INVALID
5140,Poitiers est jolie en été,INVALID
5141,je veux aller à Colmar,INVALID
5142,je veux aller à Montpellier,INVALID
5143,J'aime Dunkirk c'est une belle ville,INVALID
5144,mon copain Montauban veut venir ce soir,INVALID
5145,Je veux parler de Saint-Étienne mais pas y aller,INVALID
5146,Briançon Pau ce sont mes amis,INVALID
5147,Arcachon sera toujours vincennes,INVALID
5148,je voudrais Sèvres,INVALID
5149,Boulogne-Billancourt ça s'écrit comment déjà,INVALID
5150,Le ciel est bleu à Bergerac,INVALID
5151,billet Laval,INVALID
5152,Un jour j'irai peut-être à Saint-Maur-des-Fossés,INVALID
5153,le ciel est bleu à laval,INVALID
5154,Auxerre est joli voilà,INVALID
5155,route Dunkirk Rueil-Malmaison voiture,INVALID
5156,Évry… ou peut-être Rennes… je sais pas,INVALID
5157,Je vais acheter un vélo pour La Rochelle,INVALID
5158,Je veux parler de Arcachon mais pas y aller,INVALID
5159,Grenoble… ou peut-être Cannes… je sais pas,INVALID
5160,Courbevoie est-elle une capitale,INVALID
5161,aller Châteauroux,INVALID
5162,Je lis un article sur Pessac,INVALID
5163,J'ai entendu que Boulogne-Billancourt est belle mais je ne voyage pas,INVALID
5164,J'aime Dijon c'est une belle ville,INVALID
5165,J'ai entendu que Auxerre est belle mais je ne voyage pas,INVALID
5166,Quel temps fait-il à Lons-le-Saunier,INVALID
5167,train Privas,INVALID
5168,mon copain Libourne veut venir ce soir,INVALID
5169,Est-ce que Rodez est une bonne ville pour étudier,INVALID
5170,Est-ce que La Rochelle fait du bon pain d'épices,INVALID
5171,Peux-tu écrire un poème sur Foix,INVALID
5172,J'aime le mot Sartrouville,INVALID
5173,Je voudrais clermont-ferrand,INVALID
5174,je dois Lyon,INVALID
5175,Un jour j'irai peut-être à Privas,INVALID
5176,Je mange un croissant à Montpellier,INVALID
5177,Chartres est joli voilà,INVALID
5178,Tours Évreux c'est un bon match,INVALID
5179,J'ai entendu que Lons-le-Saunier est belle mais je ne voyage pas,INVALID
5180,Le ciel est bleu à Neuilly-sur-Seine,INVALID
5181,Peux-tu écrire un poème sur Agen,INVALID
5182,je veux aller à Argenteuil,INVALID
5183,train Alès,INVALID
5184,mon copain Antony veut venir ce soir,INVALID
5185,regarde cette vidéo sur la seyne-sur-mer,INVALID
5186,Un jour j'irai peut-être à Calais,INVALID
5187,Narbonne sera toujours Marseille,INVALID
5188,je voudrais Mont-de-Marsan,INVALID
5189,Quel est le meilleur sandwich à Le Havre,INVALID
5190,Peux-tu me donner un synonyme de lons-le-saunier,INVALID
5191,MILLAU C'EST LOIN JE CROIS,INVALID
5192,traiiin trajet Périgueux lolz,INVALID
5193,Mon chat s'appelle Lons-le-Saunier,INVALID
5194,Vitry-sur-Seine… ou peut-être Cergy… je sais pas,INVALID
5195,trajet Rouen,INVALID
5196,Quelle heure est-il à argenteuil,INVALID
5197,Un jour j'irai peut-être à montpellier,INVALID
5198,Toulouse est joli voilà,INVALID
5199,je pars de Figueres,INVALID
5200,J'aime Lorient c'est une belle ville,INVALID
5201,mon copain Courbevoie veut venir ce soir,INVALID
5202,Gap sera toujours Besançon,INVALID
5203,Je veux parler de Montreuil mais pas y aller,INVALID
5204,peux-tu me donner un synonyme de bordeaux,INVALID
5205,trajet Reims,INVALID
5206,Mon copain mérignac veut venir ce soir,INVALID
